num__ApplicantIncome,num__CoapplicantIncome,num__LoanAmount,num__Loan_Amount_Term,num__Credit_History,cat__Gender_Female,cat__Gender_Male,cat__Married_No,cat__Married_Yes,cat__Dependents_0,cat__Dependents_1,cat__Dependents_2,cat__Dependents_3+,cat__Education_Graduate,cat__Education_Not Graduate,cat__Self_Employed_No,cat__Self_Employed_Yes,cat__Property_Area_Rural,cat__Property_Area_Semiurban,cat__Property_Area_Urban
0.0303822374864062,1.0856866379115684,1.3068912314153869,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.43449279917668143,-0.5632281059850605,1.5648073560476883,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.30738412765479434,-0.5632281059850605,-0.7798846860641416,0.28069138826167456,-2.5156228272448207,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.4033040805591976,-0.5632281059850605,0.451078636044569,-2.4867678815472076,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.01751579226514541,0.9425055752750603,1.4124023733104192,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.10385625366195528,-0.26538278771864,-0.25232897658897996,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.037977086527944154,-0.05007291909231196,0.16971559099114944,0.28069138826167456,-2.5156228272448207,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.467788159448018,-0.5632281059850605,1.1193158680464406,0.28069138826167456,-2.5156228272448207,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.044643139548356844,0.2118874210697205,0.43935517583400985,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.18136178757705756,0.06475901084172966,0.9786343455197307,-0.6417950350079528,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.1467939696528284,-0.5632281059850605,-0.732990845221905,0.28069138826167456,0.39751587128632765,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.2720418921099601,-0.5632281059850605,-0.4281808797473672,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.40504030481815195,-0.37088462334554073,-0.9440131290119698,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.48518037401411374,0.8004010619816837,-0.2171585959573025,-2.4867678815472076,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.2794823627509778,0.07373025536782667,-0.18198821532562504,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.04510816896342045,-0.5632281059850605,-0.0295832325883561,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.2114330583466699,-0.5632281059850605,-0.5688624022740769,0.28069138826167456,-2.5156228272448207,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2810324608011899,-0.5632281059850605,-0.3109462776417757,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.15237432263359169,-0.5632281059850605,-0.3695635786945714,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.0821548809589869,-0.5632281059850605,-0.8736723677486148,0.28069138826167456,-2.5156228272448207,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.30831418648492154,-0.5632281059850605,-0.4047339593262489,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.19422760139381737,-0.5632281059850605,-0.19371167553618418,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.4541784130098732,0.12253382558979435,-0.35784011848401226,0.28069138826167456,-2.5156228272448207,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.526723001759796,0.007701895655752732,-0.5923093226951952,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5767911687816445,0.10710328500490751,-0.6626500839585502,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.4309269422566928,0.09777319069776663,-0.3695635786945714,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2811874706062111,-0.5632281059850605,-1.2253761740653892,-2.4867678815472076,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.018446482499773598,-0.5632281059850605,-1.201929253644271,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.6436003947457828,0.11176833215847795,0.24005635225450433,0.28069138826167456,0.39751587128632765,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3425719847991083,-0.5632281059850605,-0.2171585959573025,-2.4867678815472076,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5141672075530787,-0.5632281059850605,-0.9440131290119698,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.041852963057975194,-0.5632281059850605,-0.1702647551150659,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.8554676818060458,-0.5632281059850605,2.971622581314786,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.4885905897245802,-0.5632281059850605,-1.1784823332231527,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.02154604719569668,-0.5632281059850605,-0.19371167553618418,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.31513461790585445,0.14155286398512,-0.35784011848401226,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.504556599641764,0.17851439143263964,-0.2171585959573025,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.45278332476468236,0.6744447888352819,0.21660943183338602,-2.4867678815472076,-2.5156228272448207,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.28878295105225,-0.03966627544203944,-0.0295832325883561,0.28069138826167456,0.39751587128632765,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.12013228318918155,-0.5632281059850605,-0.6040327829057545,0.28069138826167456,-2.5156228272448207,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5750860609264112,0.07157715668156339,-0.6040327829057545,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.24987612139642912,-0.5632281059850605,-0.099923993851711,0.28069138826167456,0.39751587128632765,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.07285492406221572,-0.5632281059850605,0.685547840255752,-1.5642814582775801,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.08525570846391194,0.3586569815166675,0.41590825541289156,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.3675279320030209,-0.5632281059850605,-0.5454154818529586,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.40504030481815195,-0.5632281059850605,-0.732990845221905,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.1232324792896056,-0.5632281059850605,-0.099923993851711,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6468562320557291,-0.5632281059850605,-0.4047339593262489,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.04634824740359007,-0.5632281059850605,-0.099923993851711,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.20848850345576803,-0.5632281059850605,0.6269305392029563,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.23716468598018953,0.33389634662463974,-0.07647707343059269,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2.2791094789289925,-0.5632281059850605,3.909499398159518,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.2630513234187304,-0.5632281059850605,-0.4281808797473672,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.34939178481554023,-0.3895448119598225,-0.13509437448338846,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.29916860798867057,-0.5632281059850605,-0.7798846860641416,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.7302197593489141,-0.5632281059850605,-0.4281808797473672,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.37930867718463235,-0.5632281059850605,1.2717208507837094,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.15656021877366513,-0.5632281059850605,0.685547840255752,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5507495215380824,-0.20545487428431203,-1.131588492380916,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.39403524006614754,-0.47710415853452925,1.2482739303625912,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.19066174447382875,-0.5632281059850605,-0.1233709142728293,0.28069138826167456,-2.5156228272448207,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5986475512896341,0.832697542275633,0.6386539994135154,0.28069138826167456,-2.5156228272448207,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.08293056138859389,0.1559068552268752,1.2131035497309137,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5781862570268353,-0.12794332157883392,-1.1667588730125935,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7573782230358465,-0.5632281059850605,0.47452555646568734,0.28069138826167456,-2.5156228272448207,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.4033040805591976,-0.5632281059850605,3.3936671488949153,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.04340242970368625,-0.31633945662687096,0.1579921307805903,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.06091916907558312,0.1738493442790692,0.7558886015191069,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.2588666900876589,-0.5632281059850605,-0.3109462776417757,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.15128925399844328,-0.12220172508213185,0.13454521035947198,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
11.698590300652413,-0.5632281059850605,2.5026841728924203,0.28069138826167456,-2.5156228272448207,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.1829112542227686,-0.5632281059850605,0.08765136951723539,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.35543716721136714,-0.5632281059850605,-1.3660576965920992,0.28069138826167456,0.39751587128632765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.3199399218615117,-0.12901987092196557,-0.19371167553618418,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.25235564687226736,0.03461562923404374,-0.4399043399579263,0.28069138826167456,0.39751587128632765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.4251915794709083,0.12468692427605764,-0.006136312167237803,0.28069138826167456,-2.5156228272448207,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.13222367938533633,-0.20437832494118038,0.47452555646568734,0.28069138826167456,0.39751587128632765,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
